mmu_geneid	mmu_counts	hsa_geneid	has_counts	dme_geneid	dme_counts
19744	5	2735	4	43772	2
19891	5	2736	4	39971	1
20135	5	2737	4	38193	1
20192	5	2739	1	42362	1
20442	5	2740	3	41925	1
20444	5	2741	1	36582	1
20526	5	2742	1	32992	2
20528	5	2743	1	3771903	2
20603	5	2744	8	3772306	2
20810	5	2746	6	3771980	2
20869	5	2747	6	3771929	2
21354	5	2752	8	3772704	2
21355	5	2760	1	3772352	2
21687	5	2762	3	3772136	2
21826	5	2766	1	3771810	2
21827	5	2767	10	3772620	2
21828	5	2768	5	3772170	2
21924	5	2769	3	3771950	2
21929	5	2770	30	3772469	2
21933	5	2771	30	3772240	2
21934	5	2773	30	3772044	2
21943	5	2774	6	3771831	2
21954	5	2775	16	3771862	2
22003	5	2776	31	3772695	2
22235	5	2778	35	3772417	2
22318	5	2779	1	3772009	2
22334	5	2780	1	3771737	2
22348	5	2781	1	3772572	2
22350	5	2782	14	3772287	2
22371	5	2783	12	3772386	2
22436	5	2784	13	3772545	2
22637	5	2785	13	3772328	2
23887	5	2786	12	3772363	2
26939	5	2787	12	3772142	2
26987	5	2788	12	3771944	2
27373	5	2790	12	3772478	2
28080	5	2791	12	3772241	2
50909	5	2792	13	3772038	2
52206	5	2793	12	3772703	2
52538	5	2796	1	3772414	2
52563	5	2797	1	3772010	2
53319	5	2798	2	3771742	2
53973	5	2799	3	3772578	2
54354	5	2805	10	3772284	2
54393	5	2806	11	3772388	2
56012	5	2810	3	3772115	2
56317	5	2811	3	3772685	2
56348	5	2812	3	3772243	2
56388	5	2814	3	3771979	2
56508	5	2815	3	3771820	2
56690	5	2817	1	3772534	2
57249	5	2819	1	3772642	2
57370	5	2820	1	3772348	2
58231	5	2821	6	3772184	2
58810	5	2822	1	3772307	2
59008	5	2826	3	3772343	2
59032	5	2829	2	3772131	2
60525	5	2831	1	3771930	2
64705	5	2832	1	3772705	2
66043	5	2833	2	3772255	2
66156	5	2834	1	3772059	2
66440	5	2837	1	3771839	2
66646	5	2846	3	3771878	2
66904	5	2847	1	3772389	2
67126	5	2852	1	3772107	2
67268	5	2859	1	3771961	2
67834	5	2861	1	3772668	2
67861	5	2862	1	3771978	2
67938	5	2864	1	3771827	2
67942	5	2867	1	3772528	2
68240	5	2868	3	3771748	2
68275	5	2869	3	3772522	2
68738	5	2870	3	3772295	2
68999	5	2872	3	3772092	2
69060	5	2874	1	3772098	2
69957	5	2875	5	3771889	2
71522	5	2876	5	3772667	2
71586	5	2877	3	3772445	2
71679	5	2878	3	3772398	2
72049	5	2879	1	3772116	2
72469	5	2880	3	3771963	2
73333	5	2882	3	3772681	2
73724	5	2885	34	3772260	2
74370	5	2889	5	3771982	2
75456	5	2890	11	3771834	2
76263	5	2891	12	3772543	2
76282	5	2892	10	3772001	2
78070	5	2893	8	3771787	2
83454	5	2894	1	3771953	2
83767	5	2895	2	3772593	2
99152	5	2897	2	3772377	2
99586	5	2898	2	3772040	2
103149	5	2899	2	3771833	2
103573	5	2900	2	3772481	2
105675	5	2901	2	3772252	2
106557	5	2902	15	3772510	2
107272	5	2903	16	3772272	2
107746	5	2904	16	3772078	2
107869	5	2905	12	3772103	2
107995	5	2906	12	3771896	2
108682	5	2908	1	3772673	2
109689	5	2909	4	3772455	2
110639	5	2911	9	3772017	2
110821	5	2912	3	3771765	2
110886	5	2913	3	3772399	2
117149	5	2914	3	3771855	2
142980	5	2915	7	3772249	2
170718	5	2916	2	36379	2
170722	5	2917	2	46032	1
207182	5	2918	2	42811	1
208715	5	2919	9	41581	1
216558	5	2920	7	43009	1
216643	5	2921	5	35374	1
217232	5	2923	2	39689	1
218268	5	2925	2	36144	1
227095	5	2931	3	43333	1
228033	5	2932	29	34184	1
231086	5	2934	3	36268	1
232807	5	2935	1	39915	2
235339	5	2936	2	36019	1
235542	5	2937	2	31943	1
237940	5	2938	4	35885	1
238505	5	2939	4	39834	1
239017	5	2940	4	31387	1
242425	5	2941	4	37397	1
242687	5	2944	4	5740827	2
243881	5	2946	4	31136	1
243996	5	2947	4	37948	1
245610	5	2948	4	36976	1
268697	5	2949	4	34680	1
328099	5	2950	6	31833	1
328699	5	2952	4	36135	1
329251	5	2953	4	39904	1
329581	5	2954	2	38889	2
337924	5	2956	3	42196	1
382985	5	2957	2	38740	1
620986	5	2958	2	38749	1
671878	5	2959	3	33843	1
100039815	5	2960	3	35574	2
100039830	5	2961	3	41647	1
100041375	5	2962	1	48448	2
11363	4	2963	1	32132	2
11433	4	2965	3	37300	2
11464	4	2966	3	35747	1
11517	4	2967	3	31213	1
11539	4	2968	3	42060	1
11601	4	2969	3	37776	1
11602	4	2977	9	34167	2
11684	4	2978	2	37662	1
11685	4	2979	2	44173	2
11687	4	2982	9	31811	1
11705	4	2983	9	31475	2
11771	4	2984	1	33960	1
11772	4	2986	2	39774	1
11773	4	2987	2	41973	1
11799	4	2990	7	19893560	2
11806	4	2993	2	19893562	2
11846	4	2994	1	44005	1
11847	4	2995	1	31195	2
11863	4	2997	4	35963	1
11867	4	2998	4	33966	1
11898	4	3000	3	42633	1
11937	4	3001	1	37873	1
12042	4	3002	6	36989	1
12125	4	3012	2	31097	1
12168	4	3013	2	317878	3
12182	4	3014	2	40884	3
12189	4	3015	2	37769	3
12190	4	3017	3	32935	2
12263	4	3018	3	44072	2
12268	4	3020	3	39666	2
12279	4	3021	3	33964	2
12291	4	3028	3	39309	1
12334	4	3029	1	43046	1
12390	4	3030	12	3772007	2
12391	4	3032	5	44392	2
12394	4	3033	8	32338	1
12408	4	3034	2	43944	3
12411	4	3035	1	38824	1
12425	4	3039	2	37909	2
12477	4	3040	2	2768873	2
12531	4	3043	2	2768872	2
12532	4	3052	1	2768902	2
12606	4	3053	1	2768901	2
12631	4	3054	1	2768900	2
12632	4	3055	2	2768899	2
12633	4	3059	5	2768898	2
12649	4	3061	1	2768897	2
12737	4	3062	1	2768896	2
12738	4	3064	1	2768906	2
12739	4	3065	12	2768905	2
12740	4	3066	10	2768904	2
12741	4	3067	2	117463	2
12833	4	3071	1	7354447	2
12834	4	3073	7	36831	1
12835	4	3074	7	37587	1
12846	4	3075	2	39480	1
12902	4	3081	2	44326	1
12982	4	3082	10	43564	1
13016	4	3084	1	43864	1
13017	4	3087	2	3355144	1
13038	4	3091	6	40687	1
13040	4	3092	1	34098	1
13057	4	3093	1	36576	1
13058	4	3098	12	35453	1
13074	4	3099	12	36321	1
13139	4	3101	12	32953	1
13194	4	3105	14	32446	1
13197	4	3106	14	31897	1
13198	4	3107	14	34625	1
13350	4	3108	20	43723	1
13383	4	3109	20	43594	1
13385	4	3110	1	40654	1
13405	4	3111	20	42470	1
13429	4	3112	20	40980	1
13492	4	3113	21	33182	1
13618	4	3115	21	41757	1
13636	4	3117	21	35145	1
13637	4	3118	21	31222	1
13638	4	3119	21	40261	1
13639	4	3122	22	31150	1
13640	4	3123	22	38046	1
13836	4	3125	22	36406	1
13857	4	3126	22	41028	1
13869	4	3127	22	39253	1
14282	4	3133	14	39477	1
14308	4	3134	13	40091	1
14348	4	3135	14	32662	1
14380	4	3141	2	38302	1
14381	4	3145	2	33703	1
14387	4	3146	1	318825	1
14430	4	3150	1	33654	1
14466	4	3155	5	33715	1
14534	4	3156	4	32523	1
14600	4	3157	5	31398	1
14632	4	3158	6	43698	1
14633	4	3161	1	50381	1
14634	4	3162	4	4379878	1
14745	4	3163	2	42588	1
14857	4	3164	2	59151	1
14858	4	3170	1	49425	1
14859	4	3171	1	41859	1
14860	4	3172	2	41838	1
14862	4	3174	1	42061	1
14863	4	3175	1	117414	1
14864	4	3176	1	36570	1
14865	4	3178	1	37872	1
14866	4	3183	1	326141	1
14867	4	3190	4	43609	1
14869	4	3192	1	33688	1
14871	4	3195	1	318249	1
14872	4	3205	1	38535	1
14873	4	3206	1	34412	1
14936	4	3207	1	40932	1
15200	4	3236	2	41811	1
15245	4	3242	4	39338	1
15357	4	3248	1	37235	1
15387	4	3249	1	45329	1
15445	4	3250	1	34329	1
15483	4	3251	3	38983	1
15490	4	3265	48	3354918	1
15507	4	3267	1	31613	1
15510	4	3269	3	38794	1
15562	4	3274	3	36985	1
15565	4	3276	1	37995	1
15566	4	3280	3	31022	1
16156	4	3283	3	37628	1
16169	4	3284	3	38208	1
16196	4	3290	4	34754	1
16202	4	3291	2	41372	1
16396	4	3292	3	40060	1
16434	4	3293	2	43103	1
16480	4	3294	3	38397	1
16591	4	3295	3	37430	1
16790	4	3297	1	41347	1
16801	4	3300	1	44059	1
16803	4	3301	1	35988	1
16866	4	3303	12	43573	1
16867	4	3304	11	43169	1
16881	4	3305	11	41120	1
17060	4	3306	11	31483	1
17087	4	3308	1	31009	1
17164	4	3309	5	44783	1
17187	4	3310	11	37669	1
17260	4	3312	11	37849	1
17342	4	3313	2	43349	1
17344	4	3315	4	33629	1
17380	4	3316	2	251466	1
17436	4	3320	8	3355124	1
17451	4	3326	8	34352	1
17698	4	3329	4	31588	1
17897	4	3337	2	44251	1
17898	4	3339	3	34526	1
17907	4	3340	2	40451	1
17960	4	3346	1	33214	1
17961	4	3347	1	36855	1
17962	4	3350	3	43321	1
17970	4	3351	3	34149	1
17972	4	3352	3	47218	1
18048	4	3354	3	47219	1
18099	4	3355	3	36851	1
18129	4	3356	5	44150	1
18131	4	3357	5	36142	1
18132	4	3358	5	37580	1
18260	4	3359	1	39088	1
18417	4	3360	4	37292	1
18430	4	3361	3	32635	1
18478	4	3362	4	42830	1
18510	4	3363	4	34309	1
18519	4	3371	4	42464	1
18573	4	3373	3	33487	1
18575	4	3375	1	37589	1
18627	4	3376	1	41343	1
18640	4	3381	3	35098	1
18663	4	3382	1	43039	1
18711	4	3383	13	34420	1
18815	4	3384	2	41200	1
18817	4	3385	1	42761	1
18946	4	3394	1	43768	1
18947	4	3397	3	39484	1
18950	4	3398	3	32700	1
18968	4	3399	1	31700	2
18969	4	3400	1	43532	1
19015	4	3416	1	39108	1
19017	4	3417	7	31106	1
19062	4	3418	7	31228	1
19063	4	3419	5	326255	2
19075	4	3420	5	36037	1
19076	4	3421	5	41965	2
19164	4	3422	2	42166	3
19193	4	3423	3	44409	3
19224	4	3425	3	42422	1
19264	4	3426	2	41397	1
19361	4	3434	2	43578	1
19384	4	3439	15	31881	1
19419	4	3440	15	38398	1
19428	4	3441	15	317813	1
19651	4	3442	15	40707	1
19895	4	3443	15	318857	1
20017	4	3444	15	5740224	1
20019	4	3445	15	5740122	2
20133	4	3446	15	38332	1
20190	4	3447	15	41475	1
20249	4	3448	15	32851	1
20250	4	3449	15	42539	3
20280	4	3451	15	31243	1
20297	4	3452	15	36397	1
20311	4	3454	11	36913	1
20339	4	3455	10	40587	1
20391	4	3456	15	36809	1
20441	4	3458	28	33002	1
20449	4	3459	14	31724	2
20535	4	3460	14	31156	1
20655	4	3467	3	43331	2
20683	4	3479	23	32350	1
20750	4	3480	19	32630	1
20807	4	3481	1	35173	3
20907	4	3482	1	32970	1
20916	4	3486	2	42816	1
20917	4	3516	3	43736	1
20969	4	3543	1	36271	1
21351	4	3549	1	44260	1
21681	4	3551	38	32617	2
21872	4	3552	17	43549	1
21881	4	3553	30	31256	1
21894	4	3554	9	37706	1
21899	4	3556	3	39433	1
21923	4	3558	13	36722	1
21938	4	3559	7	45682	1
21956	4	3560	7	42789	1
21960	4	3561	8	40563	1
22004	4	3562	8	37005	1
22042	4	3563	5	36981	1
22062	4	3565	13	33835	1
22072	4	3566	5	40987	3
22074	4	3567	10	3355041	2
22095	4	3568	3	45525	2
22117	4	3569	32	38923	2
22173	4	3570	6	38743	2
22196	4	3572	3	43422	2
22346	4	3574	4	43839	1
22370	4	3575	6	32566	1
23871	4	3576	22	44261	1
23882	4	3577	4	37528	1
23938	4	3578	3	35336	1
23959	4	3579	4	40087	1
23960	4	3581	3	39195	1
23961	4	3586	20	35512	1
23971	4	3587	5	33781	3
23972	4	3588	5	40723	2
24051	4	3589	4	36997	1
24052	4	3590	3	39877	1
24053	4	3592	19	36086	1
24099	4	3593	19	33226	2
26406	4	3594	3	37402	3
26410	4	3595	3	41562	1
26459	4	3596	6	36264	1
28071	4	3597	2	46020	1
30049	4	3598	1	42825	1
50773	4	3600	7	34481	1
50908	4	3601	4	42680	1
52858	4	3604	1	34527	1
53313	4	3605	3	34549	1
53618	4	3606	11	46091	1
53624	4	3611	4	43041	1
53791	4	3612	3	43040	1
53817	4	3613	3	42209	1
53869	4	3614	3	35762	1
54167	4	3615	3	35784	1
54397	4	3620	3	36360	1
54419	4	3624	2	42342	1
54420	4	3625	2	36830	1
55979	4	3626	2	37078	1
55984	4	3627	7	41804	1
56009	4	3628	3	37070	3
56044	4	3630	22	35926	1
56077	4	3631	3	41185	2
56150	4	3632	3	37780	2
56173	4	3633	3	37467	1
56378	4	3635	5	35223	1
56443	4	3636	5	44029	3
56451	4	3643	13	34667	3
56473	4	3645	2	41147	2
56488	4	3646	2	44437	2
56492	4	3651	3	39844	1
56513	4	3654	11	33981	1
56615	4	3655	12	3772192	2
56863	4	3656	3	3772392	2
57255	4	3659	3	3771927	2
58187	4	3661	11	3772337	2
58220	4	3663	1	3772126	2
59310	4	3665	9	3772048	2
60363	4	3667	12	3772327	2
64143	4	3672	8	3772330	2
64424	4	3673	13	3772628	2
64930	4	3674	12	7354429	1
66054	4	3675	10	41861	1
66136	4	3676	12	39483	2
66354	4	3678	14	40589	1
66447	4	3679	7	40983	2
66763	4	3680	8	326153	2
66885	4	3681	1	37810	1
67296	4	3682	1	39394	1
67373	4	3683	11	38033	1
67512	4	3684	13	33569	2
67673	4	3685	13	33710	1
67771	4	3687	2	35924	3
67923	4	3688	22	32153	2
68089	4	3689	17	37792	2
68106	4	3690	15	37727	1
68214	4	3691	7	36494	1
68312	4	3692	1	40698	1
68553	4	3693	9	32659	1
68794	4	3694	7	39083	1
69010	4	3695	10	38937	1
69379	4	3696	8	33259	1
69983	4	3702	3	43426	1
70266	4	3703	3	44250	1
70549	4	3704	4	42240	1
70757	4	3705	3	43734	1
70881	4	3706	4	42239	1
71147	4	3707	4	42368	1
71745	4	3708	26	33968	1
71770	4	3709	24	34658	1
71890	4	3710	27	40240	1
71908	4	3712	2	40569	1
72961	4	3714	1	44289	1
72962	4	3716	16	117365	1
73626	4	3717	12	49636	1
73934	4	3718	8	36658	1
74192	4	3725	33	34877	1
74419	4	3726	2	32379	1
74987	4	3727	2	43087	1
75471	4	3728	4	45959	3
75677	4	3732	1	31625	1
75705	4	3735	1	35788	1
76238	4	3745	1	34286	1
76709	4	3751	1	48531	1
76952	4	3753	1	49260	1
78920	4	3758	2	42922	1
81877	4	3759	3	5740113	1
83553	4	3760	9	2768940	3
83995	4	3761	2	42169	1
83996	4	3762	7	44148	1
93732	4	3763	9	49780	1
93737	4	3764	1	37493	1
93759	4	3765	7	39919	1
100678	4	3766	1	34804	1
103140	4	3767	2	42994	1
103850	4	3768	2	32973	1
103964	4	3769	1	3354994	1
103967	4	3770	2	40709	1
104318	4	3772	1	47877	2
104418	4	3773	1	43312	1
105243	4	3776	1	34153	1
106529	4	3778	5	39408	2
107569	4	3779	3	38369	1
107986	4	3780	1	3772012	2
109305	4	3781	3	38229	2
109652	4	3782	1	40711	1
109900	4	3783	3	41226	1
110196	4	3784	6	38693	2
110197	4	3785	1	35921	1
110208	4	3786	1	35339	1
110355	4	3791	8	37372	2
110382	4	3795	2	34416	1
110524	4	3798	1	37790	1
111175	4	3799	1	39722	1
114141	4	3800	1	42900	1
140919	4	3802	3	31795	1
170439	4	3803	3	35501	1
170770	4	3804	3	34548	1
171210	4	3805	2	39957	1
192176	4	3806	2	34541	1
207565	4	3808	2	36583	1
209091	4	3809	2	32045	1
211666	4	3810	2	33796	1
213788	4	3811	3	48782	1
216227	4	3812	3	37413	1
216233	4	3815	9	42842	2
217214	4	3816	1	35003	2
217480	4	3817	1	34364	1
224480	4	3818	1	35382	1
225471	4	3820	1	40173	1
225913	4	3821	3	5740252	1
227333	4	3822	2	41552	1
228550	4	3823	2	35893	1
229905	4	3824	3	42058	1
230103	4	3827	1	39366	1
230558	4	3831	1	32966	1
230718	4	3836	1	40683	1
232493	4	3837	1	37731	1
232714	4	3838	1	319033	1
232906	4	3845	51	36766	1
232910	4	3858	1	32665	1
233011	4	3875	1	41270	1
235582	4	3897	2	32558	1
236539	4	3906	2	41798	1
237038	4	3908	11	34721	1
237082	4	3909	7	32574	1
239931	4	3910	8	42983	1
240168	4	3911	7	42813	1
240354	4	3912	7	42880	1
242291	4	3913	7	43793	1
242653	4	3914	7	45432	1
245000	4	3915	8	31441	2
245026	4	3916	3	40429	2
246221	4	3918	7	32762	1
246727	4	3920	3	39202	2
246728	4	3921	1	36130	2
246730	4	3925	2	40667	1
252870	4	3929	4	39688	2
257632	4	3931	1	40509	2
270076	4	3932	6	40813	1
286940	4	3937	6	33469	1
317677	4	3938	3	33468	1
319757	4	3939	6	34293	1
320127	4	3945	5	41406	1
320404	4	3948	5	35297	1
326618	4	3949	5	39164	1
329065	4	3952	6	39765	1
329278	4	3953	6	47900	1
330122	4	3955	2	40134	1
333329	4	3972	4	40934	1
338403	4	3973	4	32792	1
380921	4	3976	3	37476	1
434175	4	3977	2	36598	2
434437	4	3978	4	33294	2
434782	4	3980	1	7354403	2
436522	4	3981	1	43284	1
621628	4	3983	1	42822	1
665033	4	3984	3	31048	1
667034	4	3985	3	34430	1
100039801	4	3988	2	39313	1
100040233	4	3990	2	38527	1
100043292	4	3991	3	40790	1
100043684	4	3992	2	41290	1
11352	3	3993	2	34102	1
11370	3	3996	2	31773	1
11421	3	3998	1	42750	1
11438	3	4000	3	37414	2
11440	3	4005	1	35257	4
11444	3	4008	1	32323	1
11484	3	4012	1	33213	1
11486	3	4023	3	31934	1
11564	3	4025	1	246459	1
11565	3	4035	2	32763	3
11566	3	4036	2	37791	4
11609	3	4040	1	35679	1
11655	3	4041	1	36887	3
11656	3	4046	1	40607	3
11686	3	4047	2	40973	1
11688	3	4048	2	31449	1
11702	3	4049	6	41296	1
11720	3	4050	3	31603	1
11722	3	4051	2	39014	1
11835	3	4052	1	41968	3
11845	3	4055	6	37290	4
11864	3	4056	2	34423	3
11865	3	4060	1	34550	3
11881	3	4066	1	38492	3
11886	3	4067	10	35746	1
11944	3	4068	2	35364	5
11945	3	4069	1	32113	5
12018	3	4074	2	40972	5
12116	3	4082	2	41670	1
12161	3	4085	4	43348	1
12162	3	4086	3	43862	1
12166	3	4087	13	31840	2
12167	3	4088	15	53435	1
12183	3	4089	12	38062	1
12235	3	4090	1	38756	1
12267	3	4091	2	35112	1
12273	3	4092	3	31707	1
12274	3	4093	1	35654	1
12290	3	4094	2	38520	1
12333	3	4099	1	41068	1
12388	3	4116	3	50007	1
12395	3	4121	3	36143	1
12409	3	4122	2	40529	1
12426	3	4123	1	43556	1
12483	3	4124	2	32282	1
12495	3	4125	2	42048	1
12503	3	4126	2	35571	1
12520	3	4128	13	7354399	1
12530	3	4129	13	31259	1
12568	3	4137	2	33235	1
12572	3	4141	2	41437	1
12580	3	4142	2	33180	1
12583	3	4143	3	33513	1
12608	3	4144	3	33514	1
12643	3	4145	1	31481	1
12672	3	4149	4	40785	1
12753	3	4153	3	43358	1
12765	3	4157	2	42593	1
12769	3	4158	2	32464	1
12771	3	4159	1	39218	1
12773	3	4160	1	34608	1
12775	3	4161	1	40064	1
12776	3	4166	1	37381	1
12777	3	4170	2	33909	1
12788	3	4171	2	40960	1
12801	3	4172	2	31208	1
12873	3	4173	2	36984	1
12877	3	4174	2	38069	1
12896	3	4175	2	33645	1
12983	3	4176	2	39456	1
12984	3	4179	2	38093	1
13043	3	4190	7	38720	1
13070	3	4191	6	36514	1
13075	3	4193	18	48535	1
13081	3	4194	2	43385	1
13115	3	4199	4	39542	3
13124	3	4200	2	41609	3
13135	3	4205	1	41840	3
13136	3	4207	1	42852	3
13137	3	4208	4	48581	3
13163	3	4209	1	44920	3
13176	3	4210	1	44921	3
13178	3	4211	1	48582	3
13190	3	4214	7	50022	3
13200	3	4215	4	48583	3
13205	3	4216	2	32069	1
13207	3	4217	6	32373	1
13346	3	4218	2	35192	1
13361	3	4221	1	39737	1
13424	3	4224	1	40678	1
13426	3	4225	1	36561	1
13427	3	4233	17	42285	1
13433	3	4242	2	37123	2
13435	3	4245	2	40172	1
13436	3	4247	2	39655	1
13481	3	4248	2	35934	1
13614	3	4249	2	36304	1
13654	3	4254	7	38173	1
13714	3	4257	4	40739	1
13726	3	4258	4	53444	1
13849	3	4259	4	3346235	1
13850	3	4261	5	53443	1
14013	3	4267	2	43427	1
14061	3	4277	1	34426	1
14063	3	4281	1	44668	1
14065	3	4282	2	40781	1
14156	3	4283	3	36306	1
14198	3	4286	4	34080	1
14245	3	4287	1	36314	1
14256	3	4291	1	32636	1
14283	3	4292	5	33982	1
14293	3	4296	2	42274	1
14309	3	4297	2	3355114	1
14317	3	4298	1	31558	1
14343	3	4299	1	32168	1
14344	3	4300	1	36619	1
14345	3	4301	6	35713	1
14347	3	4303	2	33201	1
14376	3	4306	1	32602	1
14420	3	4311	4	39955	1
14431	3	4312	4	32881	1
14450	3	4313	6	33967	1
14563	3	4314	3	47457	1
14583	3	4316	1	246582	1
14584	3	4318	9	35176	1
14599	3	4323	2	36277	1
14626	3	4325	1	35342	1
14635	3	4329	6	45780	1
14652	3	4331	2	41531	1
14675	3	4337	3	37378	1
14676	3	4338	3	43679	1
14723	3	4342	4	32584	1
14724	3	4350	1	42457	1
14729	3	4351	3	37910	1
14732	3	4352	2	36951	1
14772	3	4353	2	34359	1
14773	3	4357	4	34726	1
14776	3	4358	1	36018	1
14778	3	4359	1	46058	1
14780	3	4360	2	39628	1
14884	3	4361	2	31511	1
14885	3	4363	3	40621	1
14886	3	4436	3	41079	1
14918	3	4437	3	34999	1
14933	3	4440	1	33449	1
15077	3	4478	4	33451	1
15078	3	4481	1	45269	1
15081	3	4487	1	37690	1
15108	3	4488	1	318924	1
15112	3	4489	1	39855	1
15163	3	4490	1	40639	1
15183	3	4493	1	32274	1
15184	3	4494	1	40174	1
15205	3	4495	1	40388	1
15368	3	4496	1	33738	1
15442	3	4499	1	39845	1
15452	3	4501	1	2768973	1
15465	3	4502	1	43449	1
15466	3	4507	2	40717	1
15485	3	4508	5	36638	1
15486	3	4509	5	42641	1
15488	3	4511	1	37894	1
15492	3	4512	7	42802	1
15493	3	4513	7	35701	1
15495	3	4514	7	42828	1
15496	3	4515	1	32047	1
15497	3	4519	7	41190	1
15529	3	4522	2	31567	1
15530	3	4524	3	39351	1
15550	3	4534	3	42805	1
15551	3	4535	3	33105	1
15552	3	4536	3	43635	1
15557	3	4537	3	50428	2
15563	3	4538	3	37337	1
15564	3	4539	3	36310	3
15586	3	4540	3	32505	1
15891	3	4541	3	42885	1
15901	3	4543	2	39222	1
15902	3	4544	2	33905	3
15930	3	4547	1	40815	1
15931	3	4548	5	39028	1
15932	3	4549	2	38819	2
16149	3	4550	2	47251	1
16157	3	4553	1	32133	2
16158	3	4555	1	46080	3
16161	3	4556	1	32968	3
16162	3	4558	1	50096	1
16171	3	4563	1	32095	1
16180	3	4564	1	42436	1
16182	3	4565	1	38815	1
16192	3	4566	1	38593	1
16195	3	4567	1	42439	1
16198	3	4568	1	38883	1
16199	3	4569	1	47283	1
16329	3	4570	1	34333	2
16330	3	4571	1	42078	1
16362	3	4572	1	35365	1
16428	3	4573	1	117294	1
16430	3	4574	1	41518	1
16456	3	4575	1	31806	1
16518	3	4576	1	3355109	1
16532	3	4577	1	33500	1
16533	3	4578	1	43796	1
16534	3	4579	1	31451	1
16641	3	4583	2	42855	2
16643	3	4589	1	35780	2
16783	3	4591	1	36654	2
16784	3	4594	5	31373	2
16878	3	4595	1	3772069	1
16885	3	4597	2	36697	1
16886	3	4598	3	41611	2
16890	3	4599	2	43785	2
16905	3	4602	2	31014	5
16956	3	4603	1	53445	5
16994	3	4605	1	31357	1
17117	3	4607	2	35796	2
17120	3	4609	23	39654	1
17125	3	4613	1	36705	2
17131	3	4615	16	34842	1
17149	3	4616	5	35119	1
17155	3	4619	1	41366	2
17156	3	4620	1	36136	2
17194	3	4621	1	34565	2
17195	3	4622	1	31044	2
17250	3	4624	7	44259	1
17329	3	4625	7	33507	1
17346	3	4626	1	37564	2
17347	3	4627	3	43577	2
17392	3	4628	3	41746	1
17434	3	4629	2	318579	2
17685	3	4633	8	35236	2
17686	3	4634	4	31565	2
17688	3	4635	2	117419	1
17716	3	4636	4	34930	1
17717	3	4637	2	32322	1
17718	3	4638	8	42543	1
17719	3	4651	1	36199	1
17720	3	4659	8	40438	1
17721	3	4660	5	40965	1
17722	3	4668	2	2768674	1
17769	3	4669	3	35895	1
17772	3	4670	1	41231	2
17855	3	4671	2	32608	1
17973	3	4677	1	38079	1
17974	3	4683	1	40578	1
17999	3	4684	2	43462	1
18010	3	4685	2	33392	2
18041	3	4686	3	43146	1
18045	3	4688	4	45278	2
18102	3	4689	4	31872	3
18103	3	4690	4	36497	4
18195	3	4691	1	37455	4
18212	3	4694	6	34171	2
18263	3	4695	6	40549	1
18390	3	4696	6	31221	2
18413	3	4697	6	42757	2
18414	3	4698	6	41140	3
18416	3	4700	6	39158	1
18436	3	4701	6	3354888	5
18441	3	4702	6	32039	1
18458	3	4704	6	34790	4
18459	3	4705	6	43656	1
18574	3	4706	6	35717	1
18577	3	4707	6	42564	1
18578	3	4708	6	41957	3
18609	3	4709	6	35931	1
18610	3	4710	6	43904	3
18613	3	4711	6	41295	1
18626	3	4712	6	39383	2
18628	3	4713	6	32001	2
18639	3	4714	6	42132	2
18643	3	4715	6	35900	3
18645	3	4716	6	44801	4
18669	3	4717	6	42453	1
18671	3	4718	6	39319	1
18704	3	4719	6	40278	1
18705	3	4720	6	64880	2
18712	3	4722	6	37618	1
18718	3	4723	6	42971	1
18755	3	4724	6	32551	3
18807	3	4725	6	43673	5
18829	3	4726	6	32169	1
18970	3	4728	6	43856	5
19165	3	4729	6	35646	1
19179	3	4731	6	33944	1
19192	3	4734	3	44432	2
19204	3	4735	1	41673	2
19207	3	4736	1	43725	3
19217	3	4741	1	38890	2
19218	3	4744	1	42866	1
19222	3	4747	1	34780	1
19268	3	4756	1	2768679	1
19294	3	4758	3	38017	2
19309	3	4759	2	33203	4
19326	3	4760	1	40232	1
19401	3	4763	2	40384	1
19417	3	4771	1	34708	1
19650	3	4772	12	40548	2
19664	3	4773	11	33608	1
19668	3	4775	9	31738	3
19684	3	4776	6	36878	2
19687	3	4780	1	41839	1
19696	3	4790	48	36329	2
19699	3	4791	8	36897	4
19713	3	4792	32	40664	2
19718	3	4793	15	48311	4
19727	3	4794	5	37196	1
19765	3	4800	2	37191	1
20014	3	4801	3	40575	1
20259	3	4802	2	43669	1
20292	3	4803	7	43583	1
20300	3	4804	6	33942	1
20312	3	4809	2	48316	1
20322	3	4821	1	44126	1
20333	3	4824	2	43393	1
20335	3	4825	1	32703	3
20344	3	4829	1	47901	1
20393	3	4830	3	32860	1
20411	3	4831	3	32864	1
20422	3	4832	3	246404	1
20423	3	4833	3	34878	1
20437	3	4837	2	32553	1
20438	3	4838	1	48343	1
20440	3	4842	9	36475	1
20466	3	4843	14	36601	1
20537	3	4846	10	41726	1
20597	3	4848	1	33007	1
20606	3	4849	1	49080	1
20656	3	4850	1	36217	1
20787	3	4851	5	42561	1
20849	3	4852	3	33248	1
20852	3	4853	4	36221	1
20859	3	4854	4	36223	1
20927	3	4855	4	36214	1
20971	3	4860	4	32554	1
20975	3	4862	1	43098	1
21336	3	4864	1	37892	1
21390	3	4878	1	40955	1
21391	3	4879	1	43838	1
21877	3	4881	5	40665	1
21990	3	4882	4	31107	1
22063	3	4886	2	40754	1
22094	3	4887	1	39054	1
